episode_id,timestep,agent_id,state,action
1,29,0,"0.6191533013857871,0.8711967942552576,0.13706264284160763",4
1,29,1,"0.5540485506873174,0.41502829397543484,0.5842404607602554",1
1,30,0,"0.17036933893933937,0.3346668429518157,0.12116600350686735",2
1,30,1,"0.2882105542743224,0.6774122313835094,0.4789808496900436",0
1,31,0,"0.1508938480852957,0.4129371643466314,0.03946318413565075",3
1,31,1,"0.4898685657726545,0.7737103726929703,0.9705079135803816",2
1,32,0,"0.9025359707226217,0.838600423033775,0.12638274596374333",4
1,32,1,"0.705880687239276,0.09003975358329064,0.3098986420744456",2
1,33,0,"0.5799831674097368,0.9390140179118114,0.4723334180954397",2
1,33,1,"0.07115054359164252,0.4216981736696426,0.47414425099652246",4
1,34,0,"0.2795200557659394,0.626508460548122,0.5704089666300609",3
1,34,1,"0.7786723140418348,0.662514842096495,0.42600440275720974",2
1,35,0,"0.939980050338126,0.8532173544156723,0.8418499069602058",0
1,35,1,"0.6839791555803719,0.9234782160300823,0.8236725266791065",1
1,36,0,"0.4596882917437922,0.16492120070336558,0.33044225277145356",2
1,36,1,"0.7766094001282743,0.17660240301747665,0.49968492132028786",0
1,37,0,"0.6302259507077594,0.30607478087090745,0.6643476330529978",0
1,37,1,"0.3345195283480026,0.8922027028596985,0.2547570103772895",3
1,38,0,"0.47745857733381636,0.8437145072005892,0.2307559165698294",2
1,38,1,"0.5517374350828865,0.7020177264275614,0.10616408749133222",1
1,39,0,"0.4800435494724564,0.6494356944228634,0.8633484459316366",1
1,39,1,"0.6171710474764904,0.865918337110847,0.6996524197497552",3
1,40,0,"0.007337401097503582,0.18380300402412264,0.3526218155574986",3
1,40,1,"0.4064685795153363,0.8648577946970397,0.4999740154107364",1
1,41,0,"0.861946401799079,0.11915537141339061,0.9424085353479316",3
1,41,1,"0.11368240201377278,0.09861657248149946,0.36985692572208473",0
1,42,0,"0.5974783823578085,0.9001465483595751,0.21021585830591683",4
1,42,1,"0.4453368207957885,0.7777150520242514,0.5880928622614566",4
1,43,0,"0.2051918366876624,0.02991962695626149,0.4566053679794312",3
1,43,1,"0.10993008413148242,0.952127605071521,0.36672876032624246",4
1,44,0,"0.9170277200935324,0.4234298026553135,0.655786805752119",0
1,44,1,"0.8501077295697685,0.9938500896784482,0.16016052011583604",2
1,45,0,"0.17543648609500062,0.11710275616867394,0.9642591862994225",2
1,45,1,"0.752370514075118,0.1880858020953543,0.5668121670822968",0
1,46,0,"0.5897013903866238,0.17621090668657324,0.3467930114197745",1
1,46,1,"0.3814514821532984,0.30754850072988726,0.672089443459032",1
1,47,0,"0.839902130176553,0.05480096995692263,0.04664561575523307",0
1,47,1,"0.7132718362373516,0.8850807454035214,0.0852718388900795",4
1,48,0,"0.2575995268997181,0.49416376754379077,0.8103902151342971",0
1,48,1,"0.8280082953672457,0.7654905866970422,0.8901987951852095",0
1,49,0,"0.47720594416157636,0.8169033268477295,0.10066204544258317",0
1,49,1,"0.1301744622626827,0.9859045850463257,0.42956024190151865",1
2,0,0,"0.9669177805323972,0.052493981889841335,0.2585608079716365",0
2,0,1,"0.8863848260774458,0.8580682377602448,0.5681931203952038",3
2,1,0,"0.6879773668581092,0.39505934915029906,0.0013766620844165578",1
2,1,1,"0.6630859936609985,0.9034119442251121,0.9396923049881377",2
2,2,0,"0.005151611093648478,0.27901532505034876,0.756185890985832",2
2,2,1,"0.3995563526859286,0.5043378673157417,0.1307521424827418",2
2,3,0,"0.044274989228509476,0.7578494134247948,0.8985607784905896",4
2,3,1,"0.6700184680505243,0.8621851813814978,0.4835767419621936",2
2,4,0,"0.6234736185880554,0.5810575299160766,0.051789686756192777",0
2,4,1,"0.2736103188513648,0.3266638135720744,0.5896002883733301",0
2,5,0,"0.008252335403171385,0.8574595832312423,0.1643635819255589",1
2,5,1,"0.9524912314019577,0.029981426044295878,0.5551967483462955",0
2,6,0,"0.7297077203369411,0.3043650808718029,0.05442199312247553",0
2,6,1,"0.6717403304719387,0.5672253604970926,0.7131692609451095",0
2,7,0,"0.8513496080304753,0.001475072155203483,0.7604084831849368",3
2,7,1,"0.928150320716438,0.3015348458783712,0.18791570466814056",0
2,8,0,"0.04177840456116699,0.17619022669892814,0.8972274176226663",0
2,8,1,"0.8148870438197787,0.651460267242987,0.2680045658722777",0
2,9,0,"0.9659941955311704,0.8646257772034445,0.5277475461691501",3
2,9,1,"0.5365680170386152,0.930640551147848,0.5220732926815996",2
2,10,0,"0.3398301948881791,0.2197549590820721,0.9384256500663439",1
2,10,1,"0.9148766847130245,0.7317679164266722,0.08199459246591279",2
2,11,0,"0.8874946014459765,0.26633895766845683,0.6927603087596281",3
2,11,1,"0.24780852973768108,0.2316779108952144,0.6894789343923413",0
2,12,0,"0.9482522504960819,0.10315069768958485,0.9062151624456148",4
2,12,1,"0.2941586979401717,0.3800212875984732,0.5439436169544575",3
2,13,0,"0.3727823254244558,0.8276182371189579,0.3302904057903504",3
2,13,1,"0.1541527047873451,0.1582228698930399,0.7045149252699532",1
2,14,0,"0.9768493339522126,0.6998438770458784,0.903853821829456",4
2,14,1,"0.49203686525499435,0.6728367059735674,0.45724505869932663",2
2,15,0,"0.5503541530620528,0.3680360895532835,0.918957803100219",3
2,15,1,"0.4228364741361633,0.019266323157983822,0.9243378371671643",0
2,16,0,"0.6968953653231912,0.7146481555928129,0.4900590009997434",4
2,16,1,"0.8147081699015729,0.640753803782886,0.6457771705312414",0
2,17,0,"0.46089511197684885,0.261363641863127,0.6560095817872068",3
2,17,1,"0.4777634923831421,0.2221807013060687,0.8599945365283216",2
2,18,0,"0.7827904076234444,0.5184731653270525,0.6566914012817988",2
2,18,1,"0.28226039837262074,0.6037405004165118,0.8592544820714674",1
2,19,0,"0.7796233091551523,0.8296060446071615,0.09814285584601756",0
2,19,1,"0.502589101051759,0.15799889360976005,0.530984021843378",1
2,20,0,"0.07536247992099976,0.20886952541765902,0.17642401385293838",0
2,20,1,"0.8047385323468585,0.35727462899154394,0.2564151129949863",1
2,21,0,"0.20090158966073135,0.9860442736550695,0.8016525993784608",3
2,21,1,"0.691343692117345,0.8072464123541888,0.709176137200737",4
2,22,0,"0.6359299817312694,0.1360415339375619,0.2929323185827767",4
2,22,1,"0.14149848394003084,0.026113141886670466,0.5201465645541473",1
2,23,0,"0.42208033575349413,0.39682743917336183,0.5903801768403554",4
2,23,1,"0.29786299790144166,0.5578379435438308,0.39598785914181045",3
2,24,0,"0.549806440050323,0.7781474558800315,0.2345120607605773",2
2,24,1,"0.7676168114750003,0.4984493960273212,0.581767320187452",4
2,25,0,"0.7988603311406319,0.41319657546561317,0.11957734086730876",2
2,25,1,"0.3880015515557318,0.6123544035939386,0.10184908959587058",4
2,26,0,"0.2047690756585182,0.9580524980394243,0.8879024535123062",3
2,26,1,"0.07474779796477116,0.012117931026650375,0.43511100377301704",4
2,27,0,"0.12247455573448485,0.9399397142454327,0.8706369067057265",0
2,27,1,"0.14805977583663876,0.6799603946779829,0.1975631040673581",2
2,28,0,"0.3944594793221836,0.49092182034743204,0.7512412629205683",4
2,28,1,"0.4261982706351547,0.18592642990631691,0.947066282256353",1
2,29,0,"0.06613646507701942,0.3495198386965819,0.8589326806225105",1
2,29,1,"0.3014376209825198,0.8000569672839855,0.7061768758850636",0
2,30,0,"0.5716167629451767,0.9440024781937314,0.1912823330722756",4
2,30,1,"0.20577558225667092,0.40525049605713015,0.17730877842054527",1
2,31,0,"0.5509365231485073,0.6423772231480677,0.7123040403940658",4
2,31,1,"0.8861247394436224,0.8753482431858297,0.4557584640003436",0
2,32,0,"0.22080957471777818,0.7054431454393638,0.013414148985009144",2
2,32,1,"0.3849185220533968,0.39631733191925445,0.9859470620233056",2
2,33,0,"0.8054425779134192,0.027929021618714467,0.17809009565228273",2
2,33,1,"0.3590642180704817,0.9395568742739562,0.8704838686024585",0
2,34,0,"0.421390462133831,0.6918912381938006,0.2661875670477073",4
2,34,1,"0.9656138030719874,0.4946099445328229,0.5304579659575802",0
2,35,0,"0.7394225163544667,0.4602618566887833,0.7992214094356942",0
2,35,1,"0.3853894988369764,0.3883170339266876,0.7885462801056773",0
2,36,0,"0.05508857305505199,0.690107321489572,0.4979926714372481",1
2,36,1,"0.07001982364785819,0.18343871588506278,0.7974953431002374",4
2,37,0,"0.47768414692274286,0.9100779337003453,0.3095843196100253",3
2,37,1,"0.5384836262117222,0.0072624699896589595,0.43562075651708654",1
2,38,0,"0.7316335370485054,0.6326239571179341,0.765837414030571",2
2,38,1,"0.9947173569836455,0.003979283320562743,0.9256610631187384",3
2,39,0,"0.014938901643355651,0.507800692973069,0.7518139551993759",1
2,39,1,"0.6358565946581923,0.7607196228308222,0.6181889346296862",1
2,40,0,"0.4617825448300432,0.9800216986000518,0.7816197245737034",3
2,40,1,"0.14959468818963884,0.23234219943777767,0.0007937996885135634",1
2,41,0,"0.7702915557188706,0.42204750392299584,0.8625127857467794",3
2,41,1,"0.5780874570896716,0.7513893807947983,0.19576007398781925",0
2,42,0,"0.7357133846918794,0.05321894940085847,0.47323552856708184",1
2,42,1,"0.5852825051248294,0.9410865602421341,0.22447661466694924",1
2,43,0,"0.8688480414031153,0.9270146623140979,0.1050180386674211",2
2,43,1,"0.16003435111442377,0.17035657796976356,0.5496359961753284",2
2,44,0,"0.7469018085264609,0.5814475321517988,0.15451245946005498",4
2,44,1,"0.9928299115977479,0.7990188020277399,0.30707320927180237",1
2,45,0,"0.0163683984546511,0.45720053202420874,0.659732892466008",4
2,45,1,"0.2741673732454869,0.35341160311738906,0.6489302000033969",3
2,46,0,"0.5881964399943425,0.36170022480051833,0.11671643489354677",2
2,46,1,"0.6259717045465683,0.09049111663267329,0.1533116580878554",4
2,47,0,"0.8537158478597207,0.22073662754708334,0.9298748967116729",1
2,47,1,"0.026203424410201626,0.9562632135634516,0.7115632952834231",2
2,48,0,"0.6814920300308018,0.3066758497091743,0.6166789498867081",0
2,48,1,"0.9331470089488855,0.43157465112055116,0.21953642485831293",1
2,49,0,"0.017894236934380747,0.40751760843576623,0.25177619857226785",1
2,49,1,"0.7552791206972396,0.07636823234382384,0.6456883947601428",0
3,0,0,"0.4504821295247229,0.3756885149033119,0.955596596605792",1
3,0,1,"0.49974199798777286,0.2456068614891277,0.6162467431659162",2
3,1,0,"0.03766792005355957,0.5135478788149874,0.08222160435298165",3
3,1,1,"0.8499115106246287,0.4135679724138125,0.7621724602172375",3
3,2,0,"0.8790989853673853,0.8091539209947229,0.6692531161232077",3
3,2,1,"0.6868901579394275,0.579413087844001,0.3121237223730081",1
3,3,0,"0.1312859161547103,0.6194271614330232,0.9281803665106487",2
3,3,1,"0.7047391041739827,0.31961855009254436,0.6394786864321768",4
3,4,0,"0.6744628421081779,0.7128943007970079,0.1550376378665025",0
3,4,1,"0.5756929957262557,0.9039587406310163,0.8737099742915603",3
3,5,0,"0.18536727865577385,0.5882939705902832,0.776513521137773",4
3,5,1,"0.9227941886658583,0.8745994570399261,0.7912752847536574",2
3,6,0,"0.015253127302923941,0.5783569660803198,0.11893121453034616",1
3,6,1,"0.1123134773565474,0.34413201746547084,0.3199823885916201",1
3,7,0,"0.5323884545299679,0.6153262637180398,0.5020310678150944",0
3,7,1,"0.027625400012876056,0.5148904659784102,0.46509383785843783",4
3,8,0,"0.6436169757927206,0.2640424442089243,0.3617183912818255",3
3,8,1,"0.5397098528138515,0.48940917799910455,0.8264259556156548",1
3,9,0,"0.8928632202071576,0.4067566399214567,0.13105138706102537",2
3,9,1,"0.6130944695330218,0.7649550206654546,0.6790300106436524",4
3,10,0,"0.45215840359873793,0.9353036058099684,0.987651179177847",1
3,10,1,"0.6402855885043921,0.5011873733455386,0.6426650307253511",4
3,11,0,"0.6191604729083217,0.8129316411039682,0.34974061223719544",4
3,11,1,"0.4003643968351669,0.004242808843315737,0.08539190052679546",3
3,12,0,"0.392760585608791,0.7198321798353541,0.5774530780959721",0
3,12,1,"0.8827497581533515,0.8217520847755504,0.3470670810459372",0
3,13,0,"0.3200741785727176,0.95581376220516,0.3842458516794902",2
3,13,1,"0.26544786579274726,0.24429298263994503,0.22774463786194232",4
3,14,0,"0.521668378473333,0.34337801090454523,0.4403063025055265",4
3,14,1,"0.531248247345545,0.4983131451298287,0.9828627259518592",3
3,15,0,"0.9265209262604616,0.6761673827255597,0.2546008727255977",3
3,15,1,"0.20488988741370096,0.8292757042184957,0.9517313447525356",0
3,16,0,"0.8616420179400328,0.611113619134522,0.8725918813473704",2
3,16,1,"0.507582676215787,0.13314503993262028,0.7039104428073784",2
3,17,0,"0.8527016358466135,0.6720733460815991,0.7459968236725145",4
3,17,1,"0.7180455977126741,0.8801652699884008,0.23469739378906096",1
3,18,0,"0.882870153331831,0.5348048630286616,0.8850290224956838",4
3,18,1,"0.6602229759405595,0.8516973513434988,0.5539171479262237",4
3,19,0,"0.9439014284992844,0.08676522497925054,0.2768502280663411",3
3,19,1,"0.523604224703285,0.009036228668720003,0.6950172929522307",0
3,20,0,"0.6581456609346522,0.4155481617125516,0.3090595933182707",3
3,20,1,"0.0728453276191865,0.49620509470594765,0.3709291200318138",0
3,21,0,"0.6934297335788348,0.4434891383447326,0.5435077107024043",3
3,21,1,"0.27443871838118217,0.1735075252928434,0.813959798118652",4
3,22,0,"0.28511096308136175,0.8494790963237492,0.6225169259089752",2
3,22,1,"0.9072374347835455,0.9950307431267893,0.6201392890946539",3
3,23,0,"0.05371469346824442,0.8021928400320272,0.3986898425364608",4
3,23,1,"0.6743293939168393,0.4830280803195577,0.09736639288449633",1
3,24,0,"0.6656449764581539,0.1950037638021649,0.35839331429131294",0
3,24,1,"0.95676287471577,0.05454047446677868,0.5451128852114879",4
3,25,0,"0.5987154476584367,0.8051233404222645,0.8417328011681295",0
3,25,1,"0.4300620394807817,0.32084113774061984,0.06934208306859446",1
3,26,0,"0.0331108410141302,0.5910741884368688,0.26893361195324395",2
3,26,1,"0.8004692031259063,0.41710073560131455,0.5384600739198097",1
3,27,0,"0.9434883661048697,0.11098336560374533,0.44572936020274423",4
3,27,1,"0.3528453656929198,0.29107264825147805,0.774103021147015",4
3,28,0,"0.8392712297527388,0.5298524375196808,0.7980794088311984",0
3,28,1,"0.6493853347451858,0.1289404952702451,0.7060455071726915",3
3,29,0,"0.10431374842317265,0.7290457253203022,0.8601294705878375",3
3,29,1,"0.15055876575976868,0.793090782130479,0.8333115908643185",0
3,30,0,"0.4027681722981431,0.3321712266021022,0.4142608492193631",1
3,30,1,"0.26165648783969064,0.8252153990153588,0.3399441623752719",0
3,31,0,"0.9886412885816929,0.04326737098930222,0.4708229155335536",2
3,31,1,"0.4042087138534437,0.10766009191933268,0.24244338001715127",0
3,32,0,"0.20155054275928563,0.22384553563042076,0.5757811475722937",3
3,32,1,"0.7857574108240882,0.3963432146711041,0.29120888059183436",4
3,33,0,"0.979068568241883,0.8546368234561795,0.26336172631170207",2
3,33,1,"0.602490805826933,0.8800326521217845,0.5875179654447495",1
3,34,0,"0.5847341038336683,0.614731492856316,0.22111153950324847",4
3,34,1,"0.5942627816198699,0.45340245075424057,0.07744316656362582",2
3,35,0,"0.8956385467767989,0.5184242828997433,0.7383005104677242",1
3,35,1,"0.48309075088930065,0.25229057824897183,0.6070691195565313",2
3,36,0,"0.8141396220902366,0.9485238803915781,0.9687858600331328",1
3,36,1,"0.1520133879934057,0.18789981399260725,0.9367611687657336",1
3,37,0,"0.8854846563456258,0.06392901976611587,0.8026171129560971",4
3,37,1,"0.818383090091921,0.8656503336388266,0.8273704314841193",0
3,38,0,"0.27883159169684935,0.2160783560738706,0.2643071950334871",0
3,38,1,"0.6996839688277945,0.8804753589324958,0.2395328713470377",3
3,39,0,"0.2621242056933166,0.41821104763639305,0.5171463787588524",3
3,39,1,"0.7282837697539672,0.9976100755686911,0.35150962137801234",2
3,40,0,"0.11697931468416012,0.7288749814280506,0.33758448025937504",2
3,40,1,"0.7513623564399219,0.6204813359760175,0.091103379103601",1
3,41,0,"0.40374487888950594,0.4330773895777206,0.14677154216516142",3
3,41,1,"0.48122931437899796,0.9437018581867831,0.052515467861828036",1
3,42,0,"0.7037952931316269,0.9428019755015002,0.2717375168633712",0
3,42,1,"0.10851204149402638,0.18011196698643694,0.8580738539956271",4
3,43,0,"0.9415943408277564,0.8535099820456209,0.3800311581142368",3
3,43,1,"0.06707072496680277,0.09489301765496183,0.8584114195060629",3
3,44,0,"0.014389640061849507,0.1536102449983484,0.6962771090811634",0
3,44,1,"0.8826491002594674,0.3841353754327773,0.7042373277398626",1
